,DA_00,DA_01,DA_02,DA_03,DA_04,DA_05,DA_06,DA_07,DA_08,DA_09,DB_00,DB_01,DB_02,DB_03,DB_04,DB_05,DB_06,DB_07,DB_08,DB_09,DC_00,DC_01,DC_02,DC_03,DC_04,DC_05,DC_06,DC_07,DC_08,DC_09
LYZ,1.123123781065413,1.692191482086202,1.1440089036182555,0.6742367975230475,1.011976476333805,0.8070936145161289,0.4017818873176499,1.9180001027318916,2.5732968764159887,2.6269746583170264,1.3067693335443782,1.289126579562824,0.8161859412820657,5.102815369122021,1.1651934665300239,5.384944777464556,0.18659552533988646,1.1386674259294933,1.4225451521015555,0.9583626551298586,2.7426423083863654,8.474429169940873,1.6707549672929956,3.3368076773214184,1.212588784564991,0.3551228518646017,0.4153696099502612,1.888732596783015,1.249778888426256,0.3087729649359714
CST3,2.24710789468441,2.836375752592469,2.5912108673047367,4.332574487463222,0.5526835971339742,0.46283248072105615,0.41883517197426795,1.107820476781778,2.8024880838720914,0.69750231833678,2.3506553516397215,3.5793227017858205,1.2432012142028572,3.4174412945279258,1.6378196938099168,4.097273383202359,3.0638531133349787,0.7035758403024532,0.6574493787331981,4.399010608022316,0.9116762191113065,4.602051076898574,1.3184395900848418,0.7283593872130971,7.279826205044534,1.4449339907076164,0.4475474341473003,0.8458518242027397,0.5699744738193321,0.4729326957450759
CD3D,0.9403635358597902,2.4476709615772188,0.33097872709985504,1.5191571776381685,0.3200473479391937,0.9634930113998169,0.3211617597963642,0.34905766692641993,0.5833421562824184,2.2200834081396543,1.9475452606277972,0.8939729690089131,0.7726909904458318,1.0917127944006118,9.44578835317135,1.312523488758141,0.8957553848378214,0.6756585439349757,0.7748435006920589,1.629952257095634,1.5766436880455386,0.14735593821316365,5.320839272212245,1.4145772704795707,0.9203421953097983,8.45699988879875,0.2885199309734537,0.3653498777241464,2.429918262754951,0.9945465627730355
CD3E,2.0167758484732823,2.6520680466027593,4.290140343984889,1.6946503753192823,0.5980796957132573,0.260379497419581,1.1093446474932056,0.24360219504428282,1.0437797089236567,0.5250068391825411,1.3502551462651173,1.7348484053918392,0.9617621183138929,0.32983541358233187,1.1185426021064915,0.5563718609028987,1.2738761643735006,0.6884021824111571,6.439676912943796,0.6398094697148244,0.21183497384039293,0.47705355795535104,1.0599639394858098,9.205459763079741,3.054299345933644,0.6164053942785345,0.9969159593811885,0.3774570420671956,0.3066016510993787,2.1084256288428653
CD4,1.3810058110987777,0.5408864674741857,0.556375847497394,1.395270206845535,1.7083155519298197,0.519086820818914,0.24980679722916538,2.0397225519345556,0.5480711271989694,0.2273054595838976,0.8497261226027959,1.1738777457777838,2.1466928052461065,0.6977096952211616,1.23826406960034,0.3569296607390101,1.4409574918063308,0.286293396833604,1.6139781464842846,1.1348458614195767,0.290874916058648,0.5967822815519368,3.7624786277569955,0.42216447748755054,0.26267989922010904,0.7845615653128059,1.1312507099073537,1.9127958031440262,0.8801565026063883,0.6810036853925363
CD8A,0.8205082380961329,1.8434137923805851,0.8574378844914717,1.5512245491003023,0.23505025233635013,0.741541930357771,0.9228625721155593,2.2771662782917255,1.4360024331750967,1.178500150216895,2.3694529182260102,1.139472653417509,12.51276732256385,0.47777004613375573,1.0998010341800954,4.391833139041524,1.8724369531544036,1.2854965055425949,2.2558417679980547,0.6879473400708074,1.101713500047683,1.1571620177979407,4.799719746936548,1.3096982688425145,5.363109192966828,0.9861132490659863,1.2484027012686927,0.25564000570236173,1.6709167104540568,0.20466898615104315
CD8B,1.7319482855753785,2.2205037067490228,1.3930705615909438,0.43202430956089743,0.7990662338855254,0.11839852119271162,0.5610685285639926,1.2093002776026949,1.0024858142215896,0.7409990206478092,2.8561240258679472,1.3189624329717284,0.9924170395511881,1.1565249879847073,0.4202440698497302,0.856540525471105,0.20369721596647136,0.10656800805505627,0.7394619085973227,2.064780076292147,0.4027893823515235,1.3369427093568904,0.2388769371675734,0.9557020562305164,0.9906217707625634,0.9714700547564944,0.30552210428308924,1.523556091697863,1.7122226546423418,1.5147516709829785
GZMA,6.129655354361498,0.7392161136183177,1.1496367705873,2.6284440795270188,0.3354241469715153,0.47379939283488787,2.3989536158156395,0.7502624936900768,0.5201420811168996,1.4752231834599407,0.33312604988547956,1.1168701737472753,0.4314825734013833,0.5887194847494802,0.11712784400193374,1.18003655990198,1.213420453168244,0.8618980777725838,0.5823962958109312,1.2004253614978455,3.264959037194955,2.0207489878449962,0.5636779519324907,1.2160036250935533,0.8174187911376345,1.5470797596606976,0.5256809126883208,3.326235590795222,0.5356718776118959,0.44996494934810705
GZMB,1.331600700435835,3.7769325762180603,0.26095572518044413,1.0603016508632728,1.6783322085178798,8.86528911052732,0.30268531690761796,2.511244440491105,0.5632255029923333,0.7778718245845456,2.1868410703098,1.060263685375526,0.33924005483868797,0.8500704925636983,0.7420251832452015,1.1684842112546914,0.47377613583975575,0.5770781762064868,0.7659489499918967,1.023403545134022,0.8739229251573422,1.414278640943193,1.673006485523683,1.2994457735085974,0.587098817693549,0.28632779934097796,0.4862790193201053,0.5716588317981137,0.79909388318857,2.0401259851659783
NKG7,0.9145708163944585,0.4502672883405484,0.33514122150710696,0.8721358502844064,0.77891910883136,0.4057595501282919,0.2543833810526748,0.7185233717358828,1.2924418843323071,1.117570535195178,0.29422611198200616,0.6641172695332601,0.8059174399299035,0.43328696671643685,0.8771783804844651,0.5620540859183184,1.9701581336257983,0.5569071721706986,3.4513583867868873,2.131005558712551,1.298705689280232,1.185901725004316,2.994326938703274,0.731103054559892,1.3742018686510031,0.8082996477780693,3.378065434656796,0.7780121128148849,0.8092166414324796,0.11959960397040607
GNLY,1.2047806598927173,0.7409234660537395,1.5559840673426724,0.3050773671349009,0.4915839053671651,2.812900390069547,0.5336640319102249,1.1556278522808352,2.0534997526792265,1.0525532524260417,1.0378938032644442,2.6066504571464924,0.6461845779394999,1.5689448951398162,0.799212067585202,0.4021155929767527,1.0298232971632022,2.882467341191612,0.8684093637921231,0.5698597981814263,0.8446333511692982,0.6762018027033413,1.5000366958579356,0.446544005976442,2.0508400756933307,1.3896552559320576,2.6629149538004526,0.6921218550531301,2.1236818341082584,0.4496879717828855
CCL4,1.6208228758518686,0.8345017304141088,0.40791538131154276,1.8831329669217558,3.2063070583490565,4.191574130822723,1.4393736402125397,0.826699465520319,3.2713949172026426,0.4683863280467366,1.1213879890660352,0.30593178079654537,1.1227014587173194,1.2301572114478194,0.7229360863775977,2.3161075671621076,0.903545523383566,1.4649127553276036,1.541425781084545,0.9069698520912354,0.12834488865647714,0.7174957879613485,1.1372286089950128,0.441917623280532,1.0386711468313718,0.3009806175702893,1.642967566842601,1.637438908967447,1.3742577409932717,0.6738374376518954
CCL5,1.2533227487452694,0.360995949616527,0.5286704050043846,1.3895167891039768,0.5742538358139821,0.8078738384540627,0.9691452917697512,2.309517205767156,0.5729015685488577,0.6265584658131473,0.5590806376859003,0.26016677934352966,1.138346467748331,0.18592284555090635,0.5080188738138754,2.753240622699651,0.9791971537300757,0.15816079355880286,0.43411079822866144,3.6798295519376545,0.7708560333760197,4.264057377032063,0.6181293994779872,0.13625036950093633,1.1913935970870524,0.796973613755925,1.204376054980485,0.4135862436666851,0.40631516541267876,0.5967651805196802
FOXP3,0.40829988890026364,1.9021333545873782,2.3465791487028973,0.8055439334575716,2.0407830594102427,0.5485034651225574,0.7464454398522635,0.25113795310560477,2.6205516219134117,0.6241268930523802,2.6347000601155584,2.6259121575538242,1.4731067686419723,1.1724674401659785,0.42731020819929594,1.9565736270013943,1.6125300934242546,2.396252000443728,1.3119135261261816,0.37277795508482153,0.4013061542674773,2.1126796218713793,3.720326122018277,0.8142581859880867,0.9452103444602264,1.2942968818733414,1.1820858084136077,1.2694811601407592,0.8113668620298264,1.1621973104211536
HLA-DPA1,0.6295901384972782,0.9073910653973597,1.695013445560027,1.0310682406839307,0.5956716116881947,1.2441806550677226,0.4067232378355619,0.5808635299183023,0.42379434971709823,1.2288340469332697,1.637366615058398,0.7291110043694659,0.47794381815085646,1.42403459020676,1.193681176229271,0.27747454323427967,2.1181837439989373,2.0403628829542053,0.790356380714784,0.9165709948601163,0.8910926364950231,0.6581022741824956,1.3616771489484014,0.5376603418459133,0.7502116879281325,1.0707795760899963,0.24678386978478054,0.6289232739563743,0.3472252569254328,0.6503098979586903
HLA-DPB1,0.6207503748342859,0.7933074811106038,1.0302861023335745,0.40382117752763463,1.1489259575093902,0.23023091191043166,1.9030056179560402,0.8438483096564168,1.685635899577562,0.1940025087794439,2.686649608122287,0.7056465417580241,1.1639902165540374,0.9726951044041934,0.8438754379008638,0.6142601971779957,0.17990056009015096,2.4226614780765217,3.9974701767269005,0.5550499768500724,2.6557594613048603,1.936035783909236,1.2153912022557145,0.8261891202914055,1.4876056226665193,0.5526159403943822,0.7113407848358857,0.6073173379732385,0.5136638312746722,0.6012055971396126
HLA-DQB1,1.5138505051450648,1.6034548951683825,0.4914439928685316,0.8870082703291272,0.8053736521339859,0.23388444839571207,2.313934544361496,0.392635906864948,2.350340921066832,0.1469356833950437,0.5096957715661177,1.7572380778916479,1.3588490775064108,1.4361078937420055,0.9282558308043503,4.999692978110604,1.0177289179141824,1.2684642129623154,0.5421832626034061,0.5122938141260989,2.9265621869218434,2.9442049069732628,0.22936231552023054,0.6275901336116185,2.682051648240264,1.0576538765730292,2.159033577137156,0.23218301150317533,1.1500850975659405,1.0059647813235089
HLA-DRA,1.8881999295349634,1.0635356849897972,1.7398743652308015,7.490035340633879,0.7558416769539963,0.9459380211426741,0.7808050556270247,0.8063102136022288,4.286941251342468,3.5848072704447373,1.340714192006442,2.7694556950858833,0.9336475846449657,2.3424048653883456,1.338710660208203,3.3094254649270933,1.4512256996234623,0.42948919110092854,0.2361083041081134,0.4073454528560878,9.975083464984563,0.8238826340841269,0.5751687078635093,1.0465827961765195,1.2164240674939029,1.6555513608519783,0.5444525769644407,3.8707648437282427,1.014410513591378,1.2883940779370981
HLA-DRB1,3.1895719222592245,1.1677887249729675,1.311581521759248,1.6988942779357212,0.5610090018106855,0.6551776527167438,1.7517819607551368,0.5375818507886727,0.6363982400126719,2.151785386099903,1.6366393661352048,1.3322849878632568,0.40282206875573745,4.9839721187521135,0.8941256120973139,0.7815146154987769,0.8724967858241218,0.5111111443441705,0.8079693550761113,5.061745661918151,0.29731610183337237,6.116294686170077,0.46436227249485396,0.4641257437358941,3.0073286531448757,4.686223152813645,0.7220282016380514,1.942430736610438,0.528492459075929,0.7390415522429449
IL7R,0.5348977143692435,1.0879341460387895,0.5768994221311593,1.0793921498359869,0.7306031589165434,0.961164572357289,1.0119881629480374,0.5528796325629638,0.6955832711049131,0.3733674399078688,1.414435901732055,1.7057140440358969,0.6972601848516288,0.7412058194209924,0.5972996868663455,0.6428126200142641,1.0419381661510663,0.23745290527417776,0.2862283116459111,0.9725880413819504,1.8738367620788483,0.5249082530999604,1.7421439686710523,1.9603757728224633,1.0004897454233752,5.487071195492193,0.8338349348427228,1.0213594950187526,0.36865916417502315,0.40212770728953867
IL2,0.9958423237960495,1.4548048564564968,0.770617951897759,0.870804669912847,0.9867678210869099,1.6562775198161974,0.2305271772405955,1.6940579362280346,0.45536517985962477,1.320245532756317,1.6682144138117623,0.287895060859391,2.1579665188551704,0.9238446871648034,0.5690474362693512,3.6470746974385584,0.314725238837687,0.25827539699690544,1.005874852764839,1.2219357045999968,0.7222856642431671,1.365078977226964,0.13000639230822233,1.9174471522361736,0.9955327974173684,0.3644683655981549,0.3320923904900595,1.2658919438197467,1.2038539667710073,0.5187418033799074
IL10,0.9632232620626302,0.9107634180173908,2.110426188409198,0.42381379168927247,2.0225516583105536,0.9815746010770814,0.9445219209951135,1.397198315931417,0.620727438960278,0.2916989058632072,0.24705618727797046,2.075640064581719,0.22828487592404814,2.118109320373901,0.521978828184307,2.2286594116016,0.4406395447615357,1.182874459283517,1.075815006772794,1.7374643593545893,0.6781953192144875,1.338541603221771,3.3123554327089253,0.31474642064693326,2.1516392810170366,0.4033521695062239,2.0622230447040786,0.6985165667710602,3.026432367888979,0.7770108616147942
STAT1,0.6382793820958029,2.209958345830622,0.7890028498263052,0.8174193322000192,2.075890762332571,3.0471062933495983,1.9427897950677593,0.21283739047914418,1.2893968615753755,1.2502065401420708,1.9886132092056719,2.328114087369794,2.2804997579659383,1.4949857666495578,5.167483808625321,0.9102845294919409,0.6045101755936346,0.3780435012716732,0.7666963791956601,1.9522418733944857,1.0748500826598621,3.2441293750596927,1.0520448940964573,0.6902566981772978,3.5928405430249595,0.9088499140243345,2.672341728956065,0.1780909889803551,0.3762725349584308,0.7045267368145721
ISG15,0.46651712124937,1.3043931825105477,1.1410208440319365,1.2805428198145776,0.5273467875944184,0.5353271962718652,0.6325053114442837,3.493895871289616,0.8382112694581528,2.1812721534902164,0.540830435105985,0.33273626836024023,1.1380416268790028,2.2077117165573323,0.2672802714173955,0.6561002519052378,1.6529456707987786,0.8065765209023481,0.7815743921565591,1.8330384236280102,1.1258551608234109,1.14149362619021,0.6609075145858759,1.2282702366155327,0.657657292715743,3.0626664368436107,0.08344609445786809,1.0786030896897463,1.7670036675021465,0.46145558725130376
IFITM1,1.586991555379411,0.5573509399227176,1.7222342165888416,3.7003194482555317,0.8157716386103987,5.838637334284868,0.9662053195127411,0.14185346266169457,0.7086181788496875,1.086447024159145,1.1710963303053303,0.9635268267299726,1.3241638613798672,0.8357009881975183,2.8229270692307202,1.2598209908568532,0.8695996498914311,4.212486421233497,0.3488722405837589,0.21456324419312628,0.5585872445202607,0.1253623252084953,1.4453910182960774,0.7574124991246255,5.210181883851045,0.4570646555558285,0.37182262613148487,1.6621571122439858,1.6042141454148406,1.6456839694688974
IFITM3,0.6061068632937813,0.6036655366731213,1.4942376494091258,0.8517434238832694,1.529916961786999,2.3755324594463665,0.7697425725840693,1.527246475179344,0.20802752483666698,3.471473632909669,3.2995662828155305,1.1251744069971297,0.8290847556055503,1.1186903294956274,1.2295538103723327,0.9580199959914504,0.606335738501946,1.2871412045223967,2.701407058827501,0.22112327212889057,0.6824880641621736,0.5318898724779682,0.41093892914442987,0.9991799463476878,0.17506228073356334,0.7211794632935129,1.9843784140276965,2.060611394717913,1.7295210220623491,1.3205993761231984
IFNG,1.9523176267429263,1.1478174755221673,1.5052882370915734,1.8340175434459798,3.3895979480234315,2.3646038745972384,2.1153635187650277,0.31609727924763314,1.29371065863348,1.1900936401444733,0.6773765554596166,0.45406828354723033,1.7443143858288892,1.1023426182608222,0.8089021776437618,0.4277420673293442,0.5618601368211447,0.6717657530721913,1.3003664146987821,3.7638846488626956,1.1846348033570784,0.20523873630328354,1.4145546570959173,1.4490584586949784,0.44256917002606905,0.3450863292345656,0.9969452745455376,1.791724698038875,1.3665692449492597,3.398205567448194
BACH2,0.8753410184831384,0.9792958793844837,0.4824629559566761,2.100675704615194,1.1350137006662242,1.494910995536111,0.15614453525277916,0.22919841736088736,1.2691285863880493,1.5357107544103223,0.6717246920909269,0.7343145246334932,1.6701111826406745,0.4875697700156527,0.9444052911729008,0.4341753620901943,0.5800264674613426,1.7942286777684946,0.23070677694123795,0.5107665210519299,0.12675055153626316,1.1984033646295278,1.0886506837204588,9.316153438336713,0.6780796047336101,1.118524873872163,2.2336432168172093,1.6123233383698012,0.7469547136718554,2.5237136648087715
CXCR4,0.10640182375693055,1.379115979256995,0.517388439298079,0.5024718308530199,0.4041254114349255,1.2187652257771384,0.4070710681699251,1.0462455369343824,3.697551174897064,0.5187680281244959,0.9995438988286046,0.5685433753209802,0.31938985554415167,1.4573058671041061,2.439860843534108,0.5351329081634977,0.9521304599276283,0.8141784070681081,0.5033840265069264,1.7639426796353757,0.18295213208825004,2.999955349446804,0.5879541050864983,3.714851035232192,1.3516144217702384,0.8482273640188346,0.23480813434392891,0.3128655580452256,1.5423073630936874,0.4970764672722045
BCL2,1.8221821289243914,0.3192333465716127,2.1088269964523736,0.875912760472827,1.2233209211777298,0.43660035755215076,0.6289035167439063,1.324409955070043,1.0039836442000074,0.40700801726901986,1.0379518849683338,0.26812778610841703,4.417109967060712,1.3794077666779552,0.5865268285111437,0.6859615665858034,0.3847317062395254,0.935101848517423,0.09663345563976518,0.8541197060908082,3.3706736286466374,0.1611511182618806,0.9921222013815749,0.5565054673403868,0.7562070223929902,0.3398969582499455,1.9115442033597934,0.30908337610016534,1.9034876788975597,2.069279854192244
